transcript_id,101112C14,101112H14,123C14,123H14,131415C14,131415H14,45C14,45H14,6C14,789H14,7C14,89C14
Montipora_capitata_HIv3___RNAseq.g4858.t1,181,78,42,130,247,262,68,218,124,58,107,182
Montipora_capitata_HIv3___RNAseq.g4860.t1,21,17,11,38,15,28,0,0,43,39,47,53
Montipora_capitata_HIv3___RNAseq.g4864.t1,72,35,43,83,56,9,29,8,167,15,78,0
Montipora_capitata_HIv3___RNAseq.g4862.t1,0,0,0,0,0,20,0,0,8,0,0,25
Montipora_capitata_HIv3___RNAseq.g4865.t1,0,0,0,4,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4861.t1,256,318,24,130,333,265,15,0,124,876,45,1562
Montipora_capitata_HIv3___RNAseq.g4869.t1,166,135,218,170,93,137,98,71,116,231,90,205
Montipora_capitata_HIv3___TS.g26568.t1,9,55,38,43,27,58,22,0,41,70,17,82
Montipora_capitata_HIv3___TS.g26569.t1,27,35,15,10,8,24,21,0,33,106,12,48
Montipora_capitata_HIv3___TS.g26565.t2,1069,980,1121,1357,850,797,599,167,658,1317,644,1471
Montipora_capitata_HIv3___RNAseq.g4880.t1,0,0,0,0,0,0,0,0,0,0,4,5
Montipora_capitata_HIv3___RNAseq.g4875.t2,0,0,9,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4876.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26575.t1,23,15,30,8,0,25,0,0,27,18,8,27
Montipora_capitata_HIv3___RNAseq.g4873.t1,196,176,168,156,126,186,89,80,195,324,147,397
Montipora_capitata_HIv3___RNAseq.g4874.t1,24,9,14,11,19,17,0,11,10,13,32,25
Montipora_capitata_HIv3___RNAseq.g4870.t1,42,62,24,71,51,83,0,0,34,33,139,21
Montipora_capitata_HIv3___RNAseq.g4871.t1,730,443,484,754,399,835,242,190,391,663,297,1053
Montipora_capitata_HIv3___RNAseq.g4872.t1,172,109,203,99,98,183,38,10,86,129,83,128
Montipora_capitata_HIv3___TS.g26590.t1,30,25,68,81,14,39,100,27,33,34,10,22
Montipora_capitata_HIv3___TS.g26591.t2,189,181,151,139,182,158,64,16,146,137,0,336
Montipora_capitata_HIv3___TS.g26582.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4883.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26583.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4885.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26586.t1,0,3,0,4,0,1,0,0,0,4,1,2
Montipora_capitata_HIv3___RNAseq.g4886.t1,0,4,9,6,2,7,0,0,4,5,0,11
Montipora_capitata_HIv3___RNAseq.g4881.t1,23,23,17,14,9,24,3,2,4,16,4,21
Montipora_capitata_HIv3___TS.g26585.t1,10,12,8,0,5,0,2,0,0,7,0,18
Montipora_capitata_HIv3___RNAseq.g4887.t1,694,487,446,486,569,625,288,40,262,599,273,864
Montipora_capitata_HIv3___RNAseq.349_t,159,150,89,101,215,177,77,12,0,436,90,378
Montipora_capitata_HIv3___TS.g26595.t1,4,0,0,0,8,8,0,0,0,0,14,6
Montipora_capitata_HIv3___TS.g26597.t1,7,5,0,0,4,10,0,0,0,5,0,8
Montipora_capitata_HIv3___RNAseq.g4890.t1,742,845,205,418,1240,1091,146,539,676,566,1181,970
Montipora_capitata_HIv3___RNAseq.g4891.t1,2724,2266,2074,3247,2188,2165,998,1136,1401,1993,2513,2906
Montipora_capitata_HIv3___TS.g26601.t1,182,164,128,225,170,158,15,62,150,223,164,251
Montipora_capitata_HIv3___RNAseq.g4892.t1,1019,998,750,1283,1082,1155,535,296,768,872,967,1580
Montipora_capitata_HIv3___RNAseq.g4901.t1,790,730,856,593,483,674,562,109,362,1007,364,1182
Montipora_capitata_HIv3___TS.g26609.t2,29,32,8,0,16,8,0,0,0,42,12,32
Montipora_capitata_HIv3___TS.g26610.t1,2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4911.t2,0,0,0,0,0,0,0,6,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4916.t1,143,133,44,71,77,143,31,12,76,158,103,168
Montipora_capitata_HIv3___TS.g26604.t1,9465,7822,7630,13014,8033,9307,3897,4107,6873,9435,8055,11543
Montipora_capitata_HIv3___RNAseq.g4912.t1,0,0,0,4,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26614.t1,0,16,0,0,8,0,0,9,18,9,11,9
Montipora_capitata_HIv3___RNAseq.g4914.t1,4,9,0,0,4,0,0,0,0,2,18,3
Montipora_capitata_HIv3___RNAseq.g4915.t1,6,0,0,2,0,1,0,0,0,6,0,13
Montipora_capitata_HIv3___RNAseq.g4904.t1,561,330,228,352,386,405,188,176,331,275,421,582
Montipora_capitata_HIv3___RNAseq.g4905.t1,13,18,6,0,0,6,0,0,5,11,9,0
Montipora_capitata_HIv3___RNAseq.g4906.t1,1014,1152,863,1722,1181,1127,469,1128,950,1220,1232,1886
Montipora_capitata_HIv3___RNAseq.g4907.t1,558,399,423,504,406,467,255,190,282,410,642,598
Montipora_capitata_HIv3___RNAseq.g4924.t1,274,209,169,106,168,204,108,126,170,336,88,394
Montipora_capitata_HIv3___RNAseq.g4923.t1,356,349,129,281,460,409,112,192,134,246,438,776
Montipora_capitata_HIv3___RNAseq.g4922.t1,385,201,384,787,221,352,163,76,293,453,192,426
Montipora_capitata_HIv3___TS.g26618.t3,788,735,293,560,762,774,247,673,489,408,989,939
Montipora_capitata_HIv3___RNAseq.g4918.t1,1912,1579,1368,1927,1596,1721,841,481,1394,1719,1240,2351
Montipora_capitata_HIv3___RNAseq.g4919.t1,800,540,334,494,742,774,304,1389,495,715,574,839
Montipora_capitata_HIv3___RNAseq.g4926.t1,9,7,6,9,0,31,29,15,5,0,19,19
Montipora_capitata_HIv3___RNAseq.g4925.t1,1029,933,394,877,1042,1015,251,583,548,849,777,1297
Montipora_capitata_HIv3___RNAseq.g4927.t1,602,446,2905,7432,222,288,516,292,85,530,69,398
Montipora_capitata_HIv3___RNAseq.g4932.t1,25,21,19,10,23,20,0,4,0,41,24,56
Montipora_capitata_HIv3___RNAseq.g4934.t1,7,9,0,4,0,13,0,0,0,6,14,4
Montipora_capitata_HIv3___RNAseq.g4931.t1,98,109,36,51,86,55,15,57,85,148,141,198
Montipora_capitata_HIv3___RNAseq.g4928.t1,1112,587,1907,1114,342,733,621,283,541,1076,367,919
Montipora_capitata_HIv3___TS.g26636.t1,25,23,9,0,0,9,0,0,8,7,14,0
Montipora_capitata_HIv3___RNAseq.g4929.t1,493,607,267,453,741,520,109,426,284,358,829,405
Montipora_capitata_HIv3___RNAseq.g4935.t1,16,10,46,95,11,36,0,0,11,2,4,5
Montipora_capitata_HIv3___RNAseq.g4941.t1,2,0,0,0,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4936.t1,867,810,562,683,805,918,250,124,719,900,555,1112
Montipora_capitata_HIv3___RNAseq.g4937.t1,453,378,56,155,302,352,18,102,279,563,169,762
Montipora_capitata_HIv3___RNAseq.g4942.t1,86,104,87,71,63,36,47,11,41,172,9,116
Montipora_capitata_HIv3___TS.g26647.t1,20,18,16,12,20,25,17,5,33,47,3,28
Montipora_capitata_HIv3___TS.g26648.t1,80,90,49,48,118,75,21,52,105,97,29,105
Montipora_capitata_HIv3___RNAseq.g4949.t1,0,3,0,0,0,0,30,0,0,2,0,0
Montipora_capitata_HIv3___TS.g26659.t1,28,24,19,18,20,20,10,24,14,8,16,31
Montipora_capitata_HIv3___TS.g26651.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26652.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26653.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26654.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4946.t1,50,54,32,74,23,19,0,29,58,30,52,54
Montipora_capitata_HIv3___RNAseq.g4947.t1,804,600,278,474,954,925,144,288,642,474,749,1012
Montipora_capitata_HIv3___TS.g26649.t1,681,558,431,934,790,716,252,448,449,709,506,923
Montipora_capitata_HIv3___RNAseq.g4945.t1,480,428,163,306,521,394,88,217,338,333,536,619
Montipora_capitata_HIv3___RNAseq.g4953.t1,5,19,6,4,4,5,2,2,1,8,6,17
Montipora_capitata_HIv3___RNAseq.g4952.t1,14,0,0,2,7,3,0,0,0,12,9,0
Montipora_capitata_HIv3___RNAseq.g4950.t1,243,265,282,423,389,428,143,193,194,299,302,397
Montipora_capitata_HIv3___RNAseq.g4954.t1,8,0,18,11,18,15,0,0,0,11,21,18
Montipora_capitata_HIv3___TS.g26667.t4,0,0,48,15,34,40,0,0,0,24,0,11
Montipora_capitata_HIv3___RNAseq.g4956.t1,1090,656,1433,1786,553,835,571,107,449,1010,571,934
Montipora_capitata_HIv3___RNAseq.g4963.t1,13,0,8,17,20,37,0,31,0,0,16,0
Montipora_capitata_HIv3___RNAseq.g4964.t1,0,0,27,27,5,0,0,17,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4960.t1,284,330,106,214,338,392,81,128,192,337,434,600
Montipora_capitata_HIv3___RNAseq.g4961.t2,186,140,166,275,83,129,89,71,133,181,67,236
Montipora_capitata_HIv3___RNAseq.g4962.t1,26,29,0,0,0,0,0,0,29,41,61,0
Montipora_capitata_HIv3___TS.g26668.t3,2499,1826,2486,3375,1411,1893,1039,350,1487,3060,1149,2800
Montipora_capitata_HIv3___RNAseq.g4965.t1,2619,2253,1383,3436,3229,2755,915,1700,2063,2779,2182,4614
Montipora_capitata_HIv3___RNAseq.g4966.t1,339,323,201,250,296,306,225,114,237,237,223,519
Montipora_capitata_HIv3___RNAseq.g4969.t1,4,0,4,0,0,3,0,0,0,4,5,0
Montipora_capitata_HIv3___RNAseq.g4970.t1,1,0,0,0,0,0,0,0,11,5,0,4
Montipora_capitata_HIv3___RNAseq.g4971.t1,0,11,36,0,0,13,7,0,4,6,12,6
Montipora_capitata_HIv3___RNAseq.g4973.t1,36,51,19,34,47,28,0,31,31,24,56,31
Montipora_capitata_HIv3___RNAseq.g4974.t1a,973,1124,456,886,1485,1094,305,1105,566,645,1893,1389
Montipora_capitata_HIv3___TS.g26676.t2,9801,9281,4246,8916,11508,10515,4321,19050,7681,9415,9822,14613
Montipora_capitata_HIv3___RNAseq.g4968.t1,1468,1109,676,1136,1503,1641,487,1258,991,1389,1639,2147
Montipora_capitata_HIv3___TS.g26688.t1c,5,9,9,5,9,7,4,0,3,10,2,17
Montipora_capitata_HIv3___TS.g26688.t1b,18,0,5,0,5,12,0,0,0,0,4,0
Montipora_capitata_HIv3___RNAseq.g4977.t1,148,127,60,64,64,156,17,124,50,125,59,137
Montipora_capitata_HIv3___RNAseq.g4978.t1,270,308,198,392,358,278,56,167,195,315,463,487
Montipora_capitata_HIv3___RNAseq.460_t,15,8,0,50,21,3,0,16,10,35,46,18
Montipora_capitata_HIv3___RNAseq.g4976.t1,2873,2692,1735,3614,3049,2908,1053,679,2296,2773,2806,4295
Montipora_capitata_HIv3___TS.g26688.t1a,1659,1408,867,1273,1848,1709,529,634,1067,1538,1613,2227
Montipora_capitata_HIv3___RNAseq.g5008.t1,147,131,108,137,224,191,48,369,111,176,98,238
Montipora_capitata_HIv3___TS.g26719.t1,1123,1036,823,1177,1008,1018,379,1383,748,794,876,1383
Montipora_capitata_HIv3___RNAseq.g5013.t1,19,18,14,19,32,40,17,0,31,17,9,19
Montipora_capitata_HIv3___RNAseq.g5014.t1,13,0,3,14,0,13,0,0,38,29,14,38
Montipora_capitata_HIv3___RNAseq.g5015.t1,389,398,286,519,339,596,136,110,225,657,357,972
Montipora_capitata_HIv3___RNAseq.g5011.t1,10373,9548,7340,9670,9400,8807,3627,2610,6299,8771,7435,13780
Montipora_capitata_HIv3___TS.g26721.t1,33,31,39,16,22,35,14,12,25,129,33,94
Montipora_capitata_HIv3___RNAseq.g5012.t1,426,234,471,579,288,426,179,71,229,533,163,400
Montipora_capitata_HIv3___RNAseq.g5016.t1,4168,3312,2671,4407,3336,3596,1562,1299,2413,3507,4235,4782
Montipora_capitata_HIv3___TS.g26705.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5000.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5002.t1,0,0,0,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g26713.t1,0,0,6,0,0,0,0,0,0,15,0,0
Montipora_capitata_HIv3___TS.g26714.t1,0,0,0,9,0,3,0,5,0,1,0,7
Montipora_capitata_HIv3___TS.g26716.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4982.t1,2094,1451,914,1014,1777,1662,566,535,1119,1612,1191,2593
Montipora_capitata_HIv3___TS.g26690.t1,64,28,58,32,88,69,0,20,39,107,27,74
Montipora_capitata_HIv3___RNAseq.g4985.t1,292,207,163,310,258,349,107,72,193,226,217,311
Montipora_capitata_HIv3___RNAseq.g4986.t1,1115,1099,707,1213,1351,1696,187,1166,757,1269,1067,2066
Montipora_capitata_HIv3___RNAseq.g4987.t1,9,7,0,10,7,2,0,0,9,14,25,37
Montipora_capitata_HIv3___RNAseq.g4988.t1,27,51,41,36,30,16,6,0,19,50,20,72
Montipora_capitata_HIv3___RNAseq.g4989.t1,5,7,8,1,4,30,0,0,3,5,4,10
Montipora_capitata_HIv3___RNAseq.g4990.t1,4405,3933,3239,4527,4305,4265,2688,7324,3465,4900,3589,5734
Montipora_capitata_HIv3___RNAseq.476_t,2599,2522,6610,11780,2299,2169,2815,4321,1725,2342,1587,3807
Montipora_capitata_HIv3___RNAseq.g4992.t1,2225,1556,1951,1633,1739,2209,1235,308,1227,3043,883,2465
Montipora_capitata_HIv3___RNAseq.g4993.t1,62,79,45,62,41,41,30,23,50,84,32,62
Montipora_capitata_HIv3___TS.g26700.t2a,38,81,55,84,59,61,19,46,24,35,69,78
Montipora_capitata_HIv3___TS.g26700.t2b,99,40,0,60,23,44,18,27,54,21,18,66
Montipora_capitata_HIv3___TS.g26701.t1,4,9,7,0,1,2,2,0,0,5,0,5
Montipora_capitata_HIv3___RNAseq.g4996.t1,992,765,1083,1319,432,954,403,12,671,1078,88,993
Montipora_capitata_HIv3___RNAseq.g4997.t1,152,133,358,339,108,205,74,22,79,331,184,201
Montipora_capitata_HIv3___TS.g26704.t1,83,72,22,52,57,90,0,17,46,65,0,57
Montipora_capitata_HIv3___RNAseq.g4999.t1,2,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5001.t1,11,57,10,8,17,17,14,0,9,60,4,31
Montipora_capitata_HIv3___RNAseq.g5003.t1,646,477,345,544,843,817,196,349,578,459,648,966
Montipora_capitata_HIv3___RNAseq.g5004.t1,2333,1704,2281,1987,1173,1640,1025,614,1390,2641,839,2196
Montipora_capitata_HIv3___RNAseq.g5005.t1,387,303,687,931,228,412,325,383,206,599,150,518
Montipora_capitata_HIv3___RNAseq.g5006.t1,14937,14393,11220,16076,14667,13005,5102,7917,10417,12508,13817,20708
Montipora_capitata_HIv3___RNAseq.g5007.t1,4684,4335,3723,6398,4903,5139,1752,3060,4136,4050,4776,6199
Montipora_capitata_HIv3___RNAseq.g5018.t1,4,22,20,24,13,8,5,0,8,19,2,18
Montipora_capitata_HIv3___RNAseq.g5017.t1,21435,18021,18483,30049,19370,19121,7245,4062,14810,20498,18259,30417
Montipora_capitata_HIv3___RNAseq.g5019.t1,7187,6805,7043,6696,5531,5796,3013,5077,4265,5147,8246,7431
Montipora_capitata_HIv3___RNAseq.g5020.t1,1955,1611,978,1494,1890,1729,541,1378,1237,1483,2030,2399
Montipora_capitata_HIv3___TS.g26731.t1,4188,4348,2903,3786,4360,4516,1372,4814,3122,4549,3960,6747
Montipora_capitata_HIv3___RNAseq.g5022.t1,913,665,381,357,803,696,308,417,315,901,603,1314
Montipora_capitata_HIv3___RNAseq.g5023.t1,4,3,0,15,0,10,0,0,12,0,8,0
Montipora_capitata_HIv3___RNAseq.g5025.t1,25,20,4,5,12,8,0,18,24,14,14,14
Montipora_capitata_HIv3___RNAseq.g5026.t1,68,82,15,30,49,18,25,101,198,52,10,110
Montipora_capitata_HIv3___RNAseq.g5027.t1,323,186,122,113,158,86,79,2,122,267,117,302
Montipora_capitata_HIv3___RNAseq.g5028.t1,8,19,20,29,4,9,9,0,16,28,7,49
Montipora_capitata_HIv3___RNAseq.g5029.t1,17,34,17,22,20,21,2,2,29,27,28,30
Montipora_capitata_HIv3___RNAseq.g5030.t1,47,96,122,166,40,62,24,66,117,73,36,118
Montipora_capitata_HIv3___RNAseq.g5031.t1,142,42,232,162,60,156,92,27,26,12,140,25
Montipora_capitata_HIv3___TS.g26734.t2,1845,2005,1061,2617,2379,2424,646,920,1568,1530,2179,2642
Montipora_capitata_HIv3___RNAseq.g5034.t1,2,3,0,0,0,1,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g5035.t1,277,170,173,127,91,153,46,82,106,108,48,183
Montipora_capitata_HIv3___RNAseq.g5037.t1,4,4,11,3,5,5,0,0,10,5,12,0
Montipora_capitata_HIv3___RNAseq.g5042.t1,25,32,8,6,48,24,0,12,22,43,9,77
Montipora_capitata_HIv3___RNAseq.g5036.t1,581,516,203,383,589,526,168,242,351,262,567,600
Montipora_capitata_HIv3___RNAseq.g5039.t1,0,0,9,15,0,8,0,0,5,15,2,5
Montipora_capitata_HIv3___TS.g26750.t1,0,0,9,4,0,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5040.t1,0,0,0,0,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g5038.t1,120,123,416,421,117,160,255,401,113,334,64,319
Montipora_capitata_HIv3___RNAseq.g5041.t1,8,13,8,0,13,3,0,0,2,8,0,0
Montipora_capitata_HIv3___RNAseq.g5043.t1,964,872,291,516,1259,996,161,533,743,665,900,1268
Montipora_capitata_HIv3___RNAseq.g5045.t1,161,88,120,91,98,97,37,68,88,94,134,123
Montipora_capitata_HIv3___RNAseq.g5032.t1,17305,14154,9824,14877,14450,13712,4445,7636,9910,12304,17584,20457
Montipora_capitata_HIv3___RNAseq.g5033.t1,838,615,223,358,655,717,134,390,468,594,642,975
Montipora_capitata_HIv3___TS.g26755.t2,2072,1944,1360,2500,2336,2342,500,503,1268,2481,1563,3454
Montipora_capitata_HIv3___RNAseq.g5056.t1,2,4,3,4,2,3,1,0,2,4,2,2
Montipora_capitata_HIv3___RNAseq.g5062.t1,15,4,0,0,0,0,0,0,6,4,27,0
Montipora_capitata_HIv3___RNAseq.g5061.t1,294,236,307,313,156,217,187,96,171,238,158,307
Montipora_capitata_HIv3___RNAseq.g5059.t1,357,310,291,306,170,227,161,159,185,268,472,414
Montipora_capitata_HIv3___RNAseq.g5060.t1,2630,2009,2369,3422,1864,2240,1132,2559,1925,1942,2689,2327
Montipora_capitata_HIv3___RNAseq.g5063.t1,1284,1379,1416,1663,1143,957,468,98,942,1629,1256,2558
Montipora_capitata_HIv3___RNAseq.g5047.t1,0,0,0,0,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g5048.t1,0,3,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5049.t1,0,3,11,0,3,0,0,0,0,7,0,10
Montipora_capitata_HIv3___RNAseq.g5051.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5046.t1c,359,407,268,417,240,226,72,12,391,404,577,652
Montipora_capitata_HIv3___RNAseq.g5046.t1b,9,15,12,6,10,7,4,0,9,23,10,44
Montipora_capitata_HIv3___RNAseq.g5046.t1a,6,9,0,0,10,7,0,0,2,9,8,35
Montipora_capitata_HIv3___RNAseq.g5050.t1,32,49,34,72,47,45,0,21,10,70,42,71
Montipora_capitata_HIv3___TS.g26763.t1,3,2,6,1,1,3,0,0,2,2,1,2
Montipora_capitata_HIv3___RNAseq.g5052.t1,14,12,9,35,12,25,0,19,0,23,0,17
Montipora_capitata_HIv3___RNAseq.g5053.t1,1830,1436,845,1502,1815,1542,583,533,1348,1807,1643,2847
Montipora_capitata_HIv3___RNAseq.g5064.t1,479,466,166,341,711,574,85,114,357,464,563,944
Montipora_capitata_HIv3___RNAseq.g5065.t1,5106,4836,3791,6117,4790,5579,1536,1110,3231,6282,3881,8594
Montipora_capitata_HIv3___RNAseq.g5066.t1,57,103,27,54,158,118,8,37,82,47,56,105
Montipora_capitata_HIv3___RNAseq.g5067.t1,171,178,94,164,184,230,14,107,157,157,223,213
Montipora_capitata_HIv3___RNAseq.g5075.t1,0,0,0,21,7,20,0,0,0,8,12,0
Montipora_capitata_HIv3___RNAseq.g5082.t1a,30,9,0,6,0,4,0,0,0,8,8,6
Montipora_capitata_HIv3___RNAseq.g5073.t1,25,7,7,10,9,8,0,0,13,33,0,20
Montipora_capitata_HIv3___RNAseq.g5074.t1,1069,945,620,1168,1429,1376,327,826,671,887,1521,1365
Montipora_capitata_HIv3___RNAseq.g5081.t1,104,131,98,98,59,82,31,10,88,113,40,111
Montipora_capitata_HIv3___RNAseq.g5082.t1b,147,218,219,166,150,143,85,0,85,232,105,173
Montipora_capitata_HIv3___RNAseq.g5084.t1,22,25,27,23,26,26,0,2,6,9,38,21
Montipora_capitata_HIv3___RNAseq.g5086.t1,22,25,28,24,26,26,5,2,6,9,44,25
Montipora_capitata_HIv3___TS.g26795.t1,135,96,31,71,144,97,13,64,54,93,124,130
Montipora_capitata_HIv3___TS.g26799.t1b,1,0,4,24,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g5088.t1,14,40,43,16,24,6,27,0,24,47,0,34
Montipora_capitata_HIv3___TS.g26799.t1a,2,1,1,0,1,1,2,0,1,1,1,2
Montipora_capitata_HIv3___RNAseq.g5077.t1,0,0,0,0,0,2,0,0,6,0,0,0
Montipora_capitata_HIv3___RNAseq.g5079.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5076.t1,6,4,8,13,0,8,0,14,0,24,1,9
Montipora_capitata_HIv3___RNAseq.g5078.t1,12,19,0,14,0,14,10,0,0,22,0,0
Montipora_capitata_HIv3___TS.g26789.t1,1,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5083.t1,1334,1446,553,1018,1673,1283,194,449,710,1010,1633,1953
Montipora_capitata_HIv3___RNAseq.g5091.t1,31,26,10,19,3,38,0,11,8,36,8,27
Montipora_capitata_HIv3___RNAseq.g5094.t1,14,3,14,25,24,9,23,0,0,4,0,27
Montipora_capitata_HIv3___TS.g26802.t1,9,12,4,9,10,26,19,0,11,11,0,31
Montipora_capitata_HIv3___TS.g26801.t2,192,144,139,197,152,130,63,126,216,64,284,104
Montipora_capitata_HIv3___RNAseq.g5097.t1,123,118,30,68,103,87,0,0,77,47,107,205
Montipora_capitata_HIv3___RNAseq.g5068.t1b,102,64,323,152,74,78,55,63,66,115,20,63
Montipora_capitata_HIv3___RNAseq.g5068.t1a,454,260,277,291,283,352,172,61,151,549,88,336
Montipora_capitata_HIv3___TS.g26780.t1,683,406,616,290,318,444,249,62,354,574,168,576
Montipora_capitata_HIv3___TS.g26781.t1,1131,892,750,1161,957,1044,364,216,818,1295,779,1473
Montipora_capitata_HIv3___RNAseq.g5071.t1,305,228,369,158,168,219,134,31,184,273,93,303
Montipora_capitata_HIv3___RNAseq.g5072.t1,3272,2727,1952,3296,2722,3067,723,560,1969,3184,2274,4623
Montipora_capitata_HIv3___RNAseq.g5099.t1,707,495,2421,5824,675,511,359,417,468,296,602,334
Montipora_capitata_HIv3___RNAseq.g5098.t1,1883,1478,1094,2408,1607,1736,478,327,1429,1378,1409,2191
Montipora_capitata_HIv3___RNAseq.g5100.t1,327,346,543,494,330,325,205,50,240,573,191,675
Montipora_capitata_HIv3___RNAseq.g5101.t1,3729,3453,3594,4336,3301,3058,1319,1598,2275,3231,4065,4930
Montipora_capitata_HIv3___RNAseq.g5102.t1,1228,738,892,822,740,697,422,238,598,913,755,1084
Montipora_capitata_HIv3___RNAseq.g5103.t1,163,71,256,264,80,101,132,47,60,150,76,112
Montipora_capitata_HIv3___RNAseq.g5104.t1,851,715,510,827,757,852,250,440,544,791,836,1087
Montipora_capitata_HIv3___RNAseq.g5105.t1,106,78,64,85,84,84,40,163,65,95,66,116
Montipora_capitata_HIv3___RNAseq.601_t,6915,6164,4651,6502,6582,5551,3249,432,6138,8563,3605,11112
Montipora_capitata_HIv3___RNAseq.g5107.t1,68,99,19,34,54,39,28,84,205,56,11,141
Montipora_capitata_HIv3___RNAseq.g5108.t1,11,11,7,1,8,5,0,1,15,7,12,9
Montipora_capitata_HIv3___TS.g26817.t1a,4,6,1,6,0,6,0,0,0,7,1,15
Montipora_capitata_HIv3___TS.g26817.t1b,3189,3326,1141,2553,4016,3196,921,2664,2868,2719,3400,5188
Montipora_capitata_HIv3___RNAseq.604_t,1082,1027,962,1020,712,557,311,70,642,1755,252,2045
Montipora_capitata_HIv3___TS.g26821.t2,47,46,60,29,66,37,58,30,44,91,55,70
Montipora_capitata_HIv3___TS.g26822.t1,668,662,619,688,538,492,348,306,735,327,830,574
Montipora_capitata_HIv3___TS.g26823.t1,1076,1003,1050,1744,946,1175,536,875,822,986,1646,1735
Montipora_capitata_HIv3___TS.g26831.t1a,1,0,2,0,5,0,2,0,0,5,0,6
Montipora_capitata_HIv3___TS.g26829.t1,0,0,0,0,0,0,0,0,2,0,0,0
Montipora_capitata_HIv3___RNAseq.g5117.t1,105,59,23,10,32,84,18,0,117,82,37,102
Montipora_capitata_HIv3___RNAseq.g5120.t1,54,46,140,104,45,62,47,8,38,87,55,93
Montipora_capitata_HIv3___RNAseq.g5121.t1,369,392,61,123,518,348,72,175,263,193,409,493
Montipora_capitata_HIv3___RNAseq.g5113.t1,241,274,131,154,153,145,77,124,135,126,231,275
Montipora_capitata_HIv3___RNAseq.g5114.t2,296,249,256,200,256,424,95,314,163,296,176,428
Montipora_capitata_HIv3___RNAseq.g5115.t1,1738,1418,1235,1315,1457,1711,560,426,1086,2138,750,2537
Montipora_capitata_HIv3___TS.g26827.t1,31,27,36,68,45,18,0,0,44,42,57,79
Montipora_capitata_HIv3___TS.g26835.t1,3937,3895,2459,2209,4177,3514,854,1739,2309,3016,3309,4524
Montipora_capitata_HIv3___TS.g26841.t1,0,0,0,8,0,5,0,0,0,8,3,0
Montipora_capitata_HIv3___RNAseq.g5127.t1,2245,2049,1250,2681,2464,2559,378,270,2056,2569,2827,3429
Montipora_capitata_HIv3___RNAseq.g5123.t2,4405,4132,3302,6236,4327,4048,1393,2350,2464,4241,4678,6367
Montipora_capitata_HIv3___RNAseq.g5124.t1,206,123,55,70,144,130,100,124,164,79,158,123
Montipora_capitata_HIv3___RNAseq.g5125.t1,1187,934,763,505,830,842,324,1448,469,961,1055,1080
Montipora_capitata_HIv3___RNAseq.g5126.t1,549,586,132,190,485,544,182,773,512,444,78,933
Montipora_capitata_HIv3___RNAseq.g5141.t1,6,1,0,0,2,0,2,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g5143.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5134.t1,606,354,124,210,853,849,88,251,385,374,760,961
Montipora_capitata_HIv3___RNAseq.g5129.t1,55,69,27,34,70,76,2,0,70,13,164,0
